Date,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",2,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",3,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",4,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",1,0,5,0,0,"",,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",2,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",3,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",2,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",3,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Kettlebell Swing",4,40.0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",1,0,5,0,0,"",,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",2,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",3,0,5,0,0,,,
2021-03-19 14:18:01,"Q&D 4x5 x60","Chest Dip",4,0,5,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",1,20.0,10,0,0,"","Week 1: 82.5-92.5-105-57.5\nWeek 2: 75-87.5-100-47.5\nWeek 3: 87.5-100-110-70",
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",2,32.5,5,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",3,50.0,3,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",4,70.0,1,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",5,77.5,1,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",6,82.5,5,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",7,92.5,5,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",8,105.0,5,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",9,60.0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",10,60.0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",11,60.0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",12,60.0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Bench Press (Barbell)",13,60.0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",1,0,10,0,0,"",,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",2,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",3,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",4,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",5,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",6,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",7,0,10,0,0,,,
2021-03-20 13:43:35,"Bench","Inverted Row (Bodyweight)",8,0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",1,48.0,10,0,0,"","",
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",1,0,10,0,0,"",,
2021-03-22 13:58:54,"Q&D 2x10 x80","Chest Dip",2,0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",1,20.0,10,0,0,"","Week 1: 	95 - 110 - 122.5 - 67.5 or 82.5\nWeek 2: 	90 - 102.5 - 115 - 55 or 67.5\nWeek 3: 	102.5 - 115 - 130 - 82.5 or 95",
2021-03-23 13:56:38,"Squat","Squat (Barbell)",2,35.0,5,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",3,55.0,3,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",4,77.5,1,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",5,85.0,1,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",6,90.0,5,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",7,102.5,5,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",8,115.0,5,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",9,60.0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",10,60.0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",11,60.0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",12,60.0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Squat (Barbell)",13,60.0,10,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",1,30.0,9,0,0,"",,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",2,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",3,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",4,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",5,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",6,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",7,30.0,9,0,0,,,
2021-03-23 13:56:38,"Squat","Bicep Curl (Barbell)",8,30.0,9,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",1,48.0,10,0,0,"","",
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",1,0,10,0,0,"",,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",2,0,10,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",2,48.0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",3,48.0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",4,48.0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",1,0,5,0,0,"",,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",2,0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",3,0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",4,0,5,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-03-24 13:07:32,"Q&D Mix x60","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",1,0,10,0,0,"",,
2021-03-24 13:07:32,"Q&D Mix x60","Chest Dip",2,0,10,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",1,20.0,10,0,0,"Reduce \n","Week 1: 	47.5 - 55 - 62.5 - 35 or 42.5\nWeek 2: 	45 - 52.5 - 57.5 - 27.5 or 35\nWeek 3: 	52.5 - 57.5 - 65 - 42.5 or 47.5",
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",2,20.0,5,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",3,30.0,3,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",4,37.5,1,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",5,45.0,5,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",6,52.5,5,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",7,57.5,5,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",8,35.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",9,35.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",10,35.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",11,35.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Overhead Press (Barbell)",12,35.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",1,30.0,10,0,0,"",,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",2,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",4,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",5,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",6,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",7,30.0,10,0,0,,,
2021-03-25 13:33:23,"Press","Bicep Curl (Barbell)",8,30.0,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",1,20.0,10,0,0,"","Week 1: 	115 - 130 - 147.5 - 82.5 or 97.5\nWeek 2: 	107.5 - 122.5 - 140 - 65 or 82.5\nWeek 3: 	122.5 - 140 - 155 - 97.5 or 115",
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",2,60.0,5,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",3,72.5,3,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",4,105.0,1,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",5,117.5,1,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",6,122.5,5,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",7,140.0,5,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",8,155.0,5,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",9,97.5,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",10,97.5,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",11,97.5,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",12,97.5,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Deadlift (Barbell)",13,97.5,10,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",1,0,6,0,0,"",,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",2,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",3,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",4,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",5,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",6,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",7,0,6,0,0,,,
2021-03-27 13:38:36,"Deadlift","Hanging Leg Raise",8,0,6,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",1,48.0,10,0,0,"","",
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",1,0,10,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",2,0,10,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",1,0,5,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",2,0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",3,0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",4,0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",2,48.0,10,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",1,0,10,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",2,0,10,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",1,0,5,0,0,"",,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",2,0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",3,0,5,0,0,,,
2021-03-29 14:13:10,"Q&D Mix x80","Chest Dip",4,0,5,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",1,20.0,10,0,0,"","Week 1: 	82.5 - 95 - 107.5 - 60 or 72.5\nWeek 2: 	77.5 - 90 - 100 - 47.5 or 60\nWeek 3: 	90 - 100 - 112.5 - 72.5 or 82.5",
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",2,35.0,5,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",3,50.0,3,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",4,65.0,1,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",5,72.5,1,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",6,77.5,5,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",7,90.0,5,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",8,100.0,9,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",9,60.0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",10,60.0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",11,60.0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",12,60.0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Bench Press (Barbell)",13,60.0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",1,0,10,0,0,"",,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",2,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",3,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",4,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",5,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",6,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",7,0,10,0,0,,,
2021-03-30 13:38:12,"Bench","Inverted Row (Bodyweight)",8,0,10,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",1,20.0,10,0,0,"","Week 1: 	95 - 110 - 122.5 - 67.5 or 82.5\nWeek 2: 	90 - 102.5 - 115 - 55 or 67.5\nWeek 3: 	102.5 - 115 - 130 - 82.5 or 95",
2021-04-03 14:36:06,"Squat","Squat (Barbell)",2,40.0,5,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",3,62.5,3,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",4,87.5,1,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",5,97.5,1,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",6,102.8,5,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",7,115.0,5,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",8,130.0,5,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",9,82.5,10,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",10,82.5,10,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",11,82.5,10,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",12,82.5,10,0,0,,,
2021-04-03 14:36:06,"Squat","Squat (Barbell)",13,82.5,10,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",1,32.5,9,0,0,"",,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",2,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",3,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",4,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",5,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",6,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",7,32.5,9,0,0,,,
2021-04-03 14:36:06,"Squat","Bicep Curl (Barbell)",8,32.5,9,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",1,48.0,10,0,0,"","",
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",2,48.0,10,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",1,0,10,0,0,"",,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",2,0,10,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",2,48.0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",3,48.0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",4,48.0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",1,0,5,0,0,"",,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",2,0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",3,0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",4,0,5,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",1,48.0,10,0,0,"",,
2021-04-05 12:38:45,"Q&D Mix x60","Kettlebell Swing",2,48.0,10,0,0,,,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",1,0,10,0,0,"",,
2021-04-05 12:38:45,"Q&D Mix x60","Chest Dip",2,0,10,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",1,20.0,10,0,0,"Reduce \n","Week 1: 	47.5 - 55 - 62.5 - 35 or 42.5\nWeek 2: 	45 - 52.5 - 57.5 - 27.5 or 35\nWeek 3: 	52.5 - 57.5 - 65 - 42.5 or 47.5",
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",2,20.0,5,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",3,32.5,3,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",4,45.0,1,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",5,52.5,5,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",6,57.5,5,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",7,65.0,5,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",8,45.0,10,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",9,45.0,10,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",10,45.0,10,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",11,45.0,10,0,0,,,
2021-04-06 13:07:11,"Press","Overhead Press (Barbell)",12,45.0,7,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",1,35.0,8,0,0,"",,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",2,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",3,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",4,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",5,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",6,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",7,35.0,8,0,0,,,
2021-04-06 13:07:11,"Press","Bicep Curl (Barbell)",8,35.0,8,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",1,48.0,5,0,0,"","",
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",1,0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",2,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",3,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",4,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",1,0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",2,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",3,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",4,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",1,0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",2,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",3,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",4,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",1,48.0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",2,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",3,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Kettlebell Swing",4,48.0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",1,0,5,0,0,"",,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",2,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",3,0,5,0,0,,,
2021-04-07 14:24:42,"Q&D 4x5 x80","Chest Dip",4,0,5,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",1,20.0,10,0,0,"","Week 1: 	82.5 - 95 - 107.5 - 60 or 72.5\nWeek 2: 	77.5 - 90 - 100 - 47.5 or 60\nWeek 3: 	90 - 100 - 112.5 - 72.5 or 82.5",
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",2,40.0,5,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",3,55.0,3,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",4,77.5,1,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",5,85.0,1,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",6,90.0,5,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",7,100.0,5,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",8,112.5,4,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",9,72.5,10,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",10,72.5,10,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",11,72.5,10,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",12,72.5,10,0,0,,,
2021-04-10 13:52:10,"Bench","Bench Press (Barbell)",13,72.5,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",1,0,10,0,0,"",,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",2,0,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",3,0,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",4,0,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",5,0,10,0,0,,,
