Date,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",6,0,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",7,0,10,0,0,,,
2021-04-10 13:52:10,"Bench","Inverted Row (Bodyweight)",8,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",2,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",3,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",4,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",5,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",6,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",7,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",8,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",9,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Kettlebell Swing",10,40.0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",1,0,10,0,0,"",,
2021-04-12 13:30:49,"Midday Workout","Push Up",2,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",3,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",4,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",5,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",6,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",7,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",8,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",9,0,10,0,0,,,
2021-04-12 13:30:49,"Midday Workout","Push Up",10,0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",1,20.0,10,0,0,"","Cycle 2\nWeek 1: 	100 - 112.5 - 127.5 - 70 or 85\nWeek 2: 	92.5 - 105 - 120 - 57.5 or 70\nWeek 3: 	105 - 120 - 135 - 85 or 100",
2021-04-13 13:37:48,"Squat","Squat (Barbell)",2,40.0,5,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",3,60.0,3,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",4,85.0,1,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",5,95.0,1,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",6,70.0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",7,70.0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",8,70.0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",9,70.0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Squat (Barbell)",10,70.0,10,0,0,,,
2021-04-13 13:37:48,"Squat","Inverted Row (Bodyweight)",1,0,8,0,0,"With 10kg vest",,
2021-04-13 13:37:48,"Squat","Inverted Row (Bodyweight)",2,0,8,0,0,,,
2021-04-13 13:37:48,"Squat","Inverted Row (Bodyweight)",3,0,8,0,0,,,
2021-04-13 13:37:48,"Squat","Inverted Row (Bodyweight)",4,0,8,0,0,,,
2021-04-13 13:37:48,"Squat","Inverted Row (Bodyweight)",5,0,8,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",2,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",3,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",4,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",5,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",6,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",7,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Kettlebell Swing",8,40.0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",1,0,10,0,0,"",,
2021-04-14 13:27:22,"100x100 1:30","Push Up",2,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",3,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",4,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",5,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",6,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",7,0,10,0,0,,,
2021-04-14 13:27:22,"100x100 1:30","Push Up",8,0,10,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",1,20.0,10,0,0,"Reduce \n","Cycle 2\n\nWeek 1: 	50 - 57.5 - 65 - 35 or 42.5\nWeek 2: 	47.5 - 52.5 - 60 - 30 or 35\nWeek 3: 	52.5 - 60 - 67.5 - 42.5 or 50",
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",2,20.0,5,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",3,30.0,3,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",4,42.5,1,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",5,50.0,5,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",6,57.5,5,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",7,65.0,5,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",8,35.0,10,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",9,35.0,10,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",10,35.0,10,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",11,35.0,10,0,0,,,
2021-04-15 13:36:45,"Press","Overhead Press (Barbell)",12,35.0,7,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",1,35.0,9,0,0,"",,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",2,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",3,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",4,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",5,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",6,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",7,35.0,9,0,0,,,
2021-04-15 13:36:45,"Press","Bicep Curl (Barbell)",8,35.0,9,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",1,20.0,10,0,0,"","Cycle 1\n\nWeek 1: 	127.5 - 145 - 162.5 - 90 or 110\nWeek 2: 	117.5 - 135 - 155 - 72.5 or 90\nWeek 3: 	135 - 155 - 172.5 - 110 or 127.5",
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",2,50.0,5,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",3,77.5,3,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",4,107.5,2,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",5,120.0,1,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",6,127.5,5,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",7,145.0,5,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",8,162.5,8,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",9,90.0,10,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",10,90.0,10,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",11,90.0,10,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",12,90.0,10,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Deadlift (Barbell)",13,90.0,10,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",1,0,7,0,0,"",,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",2,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",3,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",4,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",5,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",6,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",7,0,7,0,0,,,
2021-04-17 13:32:06,"Rack Pull","Hanging Leg Raise",8,0,7,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",1,40.0,10,0,0,"","",
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",2,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",3,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",4,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",5,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",6,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",7,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",8,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",9,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Kettlebell Swing",10,40.0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",1,0,10,0,0,"",,
2021-04-19 18:08:33,"100x100 1:30","Push Up",2,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",3,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",4,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",5,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",6,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",7,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",8,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",9,0,10,0,0,,,
2021-04-19 18:08:33,"100x100 1:30","Push Up",10,0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",1,20.0,10,0,0,"","Cycle 2\n\nWeek 1: 	82.5 - 95 - 107.5 - 60 or 72.5\nWeek 2: 	77.5 - 90 - 100 - 47.5 or 60\nWeek 3: 	90 - 100 - 112.5 - 72.5 or 82.5",
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",2,32.5,5,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",3,50.0,3,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",4,70.0,2,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",5,77.5,1,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",6,82.5,5,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",7,95.0,5,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",8,107.5,5,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",9,70.0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",10,70.0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",11,70.0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",12,70.0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Bench Press (Barbell)",13,70.0,10,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",1,0,9,0,0,"With 10kg vest",,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",2,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",3,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",4,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",5,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",6,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",7,0,9,0,0,,,
2021-04-20 13:33:33,"Bench","Inverted Row (Bodyweight)",8,0,10,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"","",
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",1,40.0,5,0,0,"",,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",2,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",3,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Kettlebell Swing",4,40.0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",1,0,5,0,0,"",,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",2,0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",3,0,5,0,0,,,
2021-04-21 18:07:01,"Q&D 4x5 x40","Chest Dip",4,0,5,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",1,20.0,10,0,0,"","Cycle 2\nWeek 1: 	100 - 112.5 - 127.5 - 70 or 85\nWeek 2: 	92.5 - 105 - 120 - 57.5 or 70\nWeek 3: 	105 - 120 - 135 - 85 or 100",
2021-04-26 11:40:27,"Squat","Squat (Barbell)",2,37.5,5,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",3,55.0,3,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",4,77.5,2,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",5,87.5,1,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",6,92.5,5,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",7,105.0,5,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",8,120.0,5,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",9,70.0,10,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",10,70.0,10,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",11,70.0,10,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",12,70.0,10,0,0,,,
2021-04-26 11:40:27,"Squat","Squat (Barbell)",13,70.0,10,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",1,35.0,8,0,0,"",,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",2,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",3,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",4,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",5,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",6,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",7,35.0,8,0,0,,,
2021-04-26 11:40:27,"Squat","Bicep Curl (Barbell)",8,35.0,8,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",1,20.0,10,0,0,"Reduce \n","Cycle 2\n\nWeek 1: 	50 - 57.5 - 65 - 35 or 42.5\nWeek 2: 	47.5 - 52.5 - 60 - 30 or 35\nWeek 3: 	52.5 - 60 - 67.5 - 42.5 or 50",
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",2,20.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",3,30.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",4,42.5,2,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",5,47.5,5,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",6,52.5,5,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",7,60.0,8,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",8,35.0,10,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",9,35.0,10,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",10,35.0,10,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",11,35.0,10,0,0,,,
2021-05-01 14:43:22,"Press","Overhead Press (Barbell)",12,35.0,7,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",1,32.0,5,0,0,"",,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",2,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",3,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",4,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",5,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",6,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",7,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",8,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",9,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",10,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",11,32.0,5,0,0,,,
2021-05-01 14:43:22,"Press","Bent Over One Arm Row (Dumbbell)",12,32.0,5,0,0,,,
